timestep,timestamp,baseline_temp,ai_temp,baseline_pmv,ai_pmv,baseline_kw,ai_kw
91,Day-Step 91,23.000000000000004,25.0,0.12263542424670312,0.510913398002069,2.814890412365153,1.882946638928972
92,Day-Step 92,23.000000000000004,25.0,0.12210596746206664,0.5104685270598007,2.8179821079017935,1.8536871967555022
93,Day-Step 93,23.0,25.0,0.12092313545446723,0.5100180655358193,2.8085210422467237,1.8239829413596476
94,Day-Step 94,23.0,25.0,0.11942824180066976,0.5095600043648386,2.7900546569484317,1.793666885310046
95,Day-Step 95,23.0,24.999999999999996,0.11781161685323892,0.5091008398353544,2.7668767665549496,1.762793639633528
96,Day-Step 96,23.000000000000004,25.0,0.1161594000147306,0.5086425676414816,2.7416664519968146,1.7315575032503925
97,Day-Step 97,23.0,25.0,0.11449916195073309,0.508188762309616,2.715615906227084,1.7000531133142376
98,Day-Step 98,22.000000000000004,20.0,0.11283816754436095,0.5059519687120725,4.669689892463,3.679279262120039
99,Day-Step 99,22.000000000000004,20.0,-0.8503420741620009,-1.221387061237846,4.669689896554922,3.679279268382756
100,Day-Step 100,22.000000000000004,20.000000000000004,-0.8503420745195317,-1.2213870617758464,4.669689900567354,3.679279274523773
101,Day-Step 101,22.000000000000004,20.0,-0.850342074870187,-1.2213870623033842,4.669689904501849,3.6792792805454684
102,Day-Step 102,22.000000000000004,20.0,-0.8503420752139115,-1.2213870628206307,4.669689908359935,3.6792792864501718
103,Day-Step 103,22.0,20.000000000000004,-0.8503420755510688,-1.2213870633278592,4.669689912143067,3.6792792922401527
104,Day-Step 104,22.000000000000004,19.999999999999996,-0.8503420758816552,-1.221387063825249,4.669689915852727,3.6792792979176303
105,Day-Step 105,22.0,20.0,-0.8503420762057885,-1.2213870643129336,4.669689919490321,3.6792793034848135
106,Day-Step 106,22.0,20.000000000000004,-0.8503420765236087,-1.2213870647911895,4.6696899230572875,3.679279308943833
107,Day-Step 107,22.0,20.0,-0.8503420768352746,-1.2213870652601468,4.669689926554953,3.6792793142967866
108,Day-Step 108,22.0,20.0,-0.8503420771408959,-1.2213870657199968,4.669689929984699,3.679279319545762
109,Day-Step 109,22.0,20.000000000000004,-0.8503420774405566,-1.2213870661708917,4.66968993334783,3.679279324692745
110,Day-Step 110,22.0,20.0,-0.8503420777344912,-1.2213870666129922,4.669689936645646,3.6792793297397357
111,Day-Step 111,22.0,20.0,-0.8503420780226226,-1.2213870670465234,4.669689939879412,3.679279334688688
112,Day-Step 112,22.0,19.999999999999996,-0.8503420783051833,-1.221387067471646,4.669689943050379,3.679279339541481
113,Day-Step 113,22.000000000000004,20.000000000000004,-0.8503420785822505,-1.2213870678885204,4.669689946159768,3.6792793443000136
114,Day-Step 114,21.999999999999996,20.0,-0.8503420788539637,-1.2213870682973247,4.669689949208753,3.6792793489660967
115,Day-Step 115,22.000000000000004,20.0,-0.8503420791203671,-1.221387068698168,4.669689952198548,3.6792793535415553
116,Day-Step 116,22.0,20.000000000000004,-0.8503420793815646,-1.2213870690912156,4.669689955130261,3.679279358028126
117,Day-Step 117,22.0,20.0,-0.8503420796377722,-1.22138706947659,4.669689958005071,3.679279362427521
118,Day-Step 118,22.000000000000004,20.0,-0.8503420798889846,-1.221387069854561,4.6696899608240265,3.6792793667414694
